UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
122931,1,5,1,1,1,3,5,1,3,R,16848,R,8131.0,R,8717.0,R,9095.0,R,4097.0,R,4998.0,R,1549.0,R,814.0,R,735.0,R,1549.0,R,814.0,R,735.0,R,0.0,R,0.0,R,0.0,R,357.0,R,23.0,R,242.0,R,16.0,R,650.0,R,720.0,R,680.0,R,770.0,R,30.0,R,33.0,A,,A,,A,,A,,Santa Clara University,SCU,500 El Camino Real,Santa Clara,CA,95053,6,8,Lisa A. Kloppenberg,Acting President,4085544000,941156697,054800214,132600,1,www.scu.edu/,www.scu.edu/admission,www.scu.edu/financialaid,www.commonapp.org/,https://www.scu.edu/financialaid/Net-Price-Calculator.cfm,www.scu.edu/financialaid/financial-aid-basics/selective-service-and-veteran-benefits/,www.scu.edu/student-right-to-know-act/,www.scu.edu/oae/,2,1,2,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,17,14,5,14,17,18,18,21,2,3,2,-2,-2,41940,1,488,-2,6085,Santa Clara County,617,-121.93784,37.348362,100,2
123651,1,2,1,2,5,3,5,1,3,R,2917,R,757.0,R,2160.0,R,2013.0,R,502.0,R,1511.0,R,500.0,R,131.0,R,369.0,R,499.0,R,131.0,R,368.0,R,1.0,R,0.0,R,1.0,R,59.0,R,12.0,R,23.0,R,5.0,R,500.0,R,610.0,R,480.0,R,590.0,R,19.0,R,25.0,A,,A,,A,,A,,Vanguard University of Southern California,Vanguard University,55 Fair Dr,Costa Mesa,CA,92626,6,8,Michael Beals,President,7145563610,956002998,073567570,129300,1,https://www.vanguard.edu/,https://www.vanguard.edu/admissions/undergraduate,https://www.vanguard.edu/admissions/financial-aid,https://www.vanguard.edu/admissions/undergraduate/how-to-apply,https://www.vanguard.edu/admissions/net-price-calculator, ,https://www.vanguard.edu/about/compliance-and-disclosures/student-achievement,https://www.vanguard.edu/resources/disabilityservices,2,1,2,8,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,8,10,3,11,20,20,22,32,2,2,2,-2,-2,31080,1,348,-2,6059,Orange County,648,-117.900911,33.662686,120,1
123961,1,3,1,1,1,1,5,1,3,R,71031,R,31418.0,R,39613.0,R,8884.0,R,4293.0,R,4591.0,R,3668.0,R,1737.0,R,1931.0,R,3664.0,R,1736.0,R,1928.0,R,4.0,R,1.0,R,3.0,R,1151.0,R,31.0,R,698.0,R,19.0,R,690.0,R,750.0,R,720.0,R,790.0,R,32.0,R,35.0,R,34.0,R,35.0,R,30.0,R,35.0,University of Southern California,USC,University Park,Los Angeles,CA,90089,6,8,Carol Folt,President,2137402311,951642394,072933393,132800,1,www.usc.edu/,www.usc.edu/admission/,financialaid.usc.edu/,https://www.commonapp.org/,https://financialaid.usc.edu/npc,arr.usc.edu/services/veteran-affairs/generalinfo.html, ,dsp.usc.edu/,2,1,2,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,14,15,6,16,15,15,15,15,2,5,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,637,-118.284169,34.021281,94,1
124292,1,5,1,1,1,5,1,5,5,R,261,R,116.0,R,145.0,R,217.0,R,95.0,R,122.0,R,131.0,R,63.0,R,68.0,R,131.0,R,63.0,R,68.0,A,,A,,A,,R,44.0,R,34.0,R,25.0,R,19.0,R,610.0,R,720.0,R,570.0,R,650.0,R,25.0,R,30.0,R,25.0,R,32.0,R,21.0,R,29.0,Thomas Aquinas College, ,"10,000 Ojai Road",Santa Paula,CA,93060,6,8,Michael McLean,President,8055254417,941698615,092519438,2358000,1,https://thomasaquinas.edu/,https://thomasaquinas.edu/admissions,https://thomasaquinas.edu/financialaid,https://thomasaquinas.edu/admissions/apply,https://tthomasaquinas.edu/admission/net-price-calculator-financial-aid-calculator, , ,https://dev-thomas-aquinas.pantheonsite.io/sites/default/files/media/file/ServicesToStudentsWithDisabilities.pdf,2,1,2,5,1,2,30,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,2,21,6,0,14,2,8,21,21,21,31,2,1,2,-2,-2,37100,1,348,-2,6111,Ventura County,626,-119.087141,34.429009,135,1
125727,1,2,1,1,1,3,5,1,3,R,2344,R,805.0,R,1539.0,R,1851.0,R,622.0,R,1229.0,R,333.0,R,117.0,R,216.0,R,331.0,R,116.0,R,215.0,R,2.0,R,1.0,R,1.0,R,59.0,R,18.0,R,39.0,R,12.0,R,595.0,R,720.0,R,565.0,R,740.0,R,26.0,R,31.0,R,26.0,R,34.0,R,25.0,R,29.0,Westmont College, ,955 La Paz Rd,Santa Barbara,CA,93108-1089,6,8,Gayle D. Beebe,President,8055656000,951684793,076741834,134100,1,www.westmont.edu/,www.westmont.edu/admissions/,www.westmont.edu/_offices/financial_aid/,www.westmont.edu/a/apply.html,www.westmont.edu/a/net-price-calculator.html, ,www.westmont.edu/_offices/institutional_portfolio/StudentDemographics.html,www.westmont.edu/_offices/disability/,2,1,2,5,1,2,30,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,11,21,21,21,31,2,2,2,-2,-2,42200,1,-2,-2,6083,Santa Barbara County,624,-119.662517,34.450151,133,1
125763,1,3,1,1,1,3,5,1,3,R,2884,R,1357.0,R,1527.0,R,2379.0,R,1090.0,R,1289.0,C,277.0,R,136.0,C,141.0,C,275.0,C,134.0,C,141.0,C,2.0,C,2.0,R,0.0,R,30.0,R,11.0,R,24.0,R,9.0,R,590.0,R,680.0,R,530.0,R,660.0,R,23.0,R,28.0,R,22.0,R,31.0,R,19.0,R,27.0,Whittier College, ,13406 E Philadelphia Street,Whittier,CA,90601,6,8,Dr. Linda Oubre,President,5629074205,951644048,059782540,134200,1,www.whittier.edu/,www.whittier.edu/admission,www.whittier.edu/financialaid,www.commonapp.org/school/whittier-college,www.whittier.edu/financialaid/npc,https://www.whittier.edu/financialaid/veterans, ,www.whittier.edu/disability,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,9,12,3,11,21,21,21,31,2,2,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,638,-118.032299,33.978773,132,1
126182,1,1,1,2,3,3,5,2,3,R,1717,R,774.0,R,943.0,R,1714.0,R,774.0,R,940.0,R,318.0,R,180.0,R,138.0,R,295.0,R,163.0,R,132.0,R,23.0,R,17.0,R,6.0,R,78.0,R,25.0,R,32.0,R,10.0,R,460.0,R,570.0,R,460.0,R,570.0,R,18.0,R,23.0,R,16.0,R,23.0,R,16.0,R,22.0,Adams State University, ,208 Edgemont Blvd,Alamosa,CO,81101,8,7,Dr. Cheryl Lovell,President,7195877011,846000542,040705899,134500,1,www.adams.edu/,www.adams.edu/admissions/,www.adams.edu/finaid,https://www.adams.edu/admissions/apply-online/,https://www.adams.edu/netpricecalculator/,https://www.adams.edu/students/veterans-affairs/,https://web3.ncaa.org/aprsearch/asrsearch,https://www.adams.edu/accessibility/ada/,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18,13,13,7,5,10,18,18,19,21,2,2,2,-2,-2,-2,-2,-2,-2,8003,Alamosa County,803,-105.879642,37.473636,110,1
126562,1,3,1,2,3,3,5,1,3,R,14428,R,5421.0,R,9007.0,R,10395.0,R,3814.0,R,6581.0,R,1688.0,R,684.0,R,1004.0,R,1560.0,R,642.0,R,918.0,R,128.0,R,42.0,R,86.0,R,490.0,R,29.0,R,158.0,R,9.0,R,520.0,R,630.0,R,510.0,R,620.0,R,21.0,R,28.0,R,20.0,R,28.0,R,18.0,R,26.0,University of Colorado Denver/Anschutz Medical Campus,University of Colorado Denver  University of Colorado Anschutz Medical Campus    UCD,"1380 Lawrence Street, Lawrence Street Center, Suite 1400",Denver,CO,80217-3364,8,7,Constancio Nakuma,Provost,3035565600,846000555,041096314,450800,1,www.ucdenver.edu/,www.ucdenver.edu/admissions/Pages/index.aspx,www.ucdenver.edu/student-services/resources/CostsAndFinancing/FASO/Pages/FASO.aspx,www.ucdenver.edu/admissions/apply/Pages/apply.aspx,www.ucdenver.edu/student-services/resources/CostsAndFinancing/FASO/Learn/Pages/Net-Price-Calculator.aspx,www.ucdenver.edu/life/services/Veteran/BenefitsInformation/EducationBenefits/Pages/default.aspx, ,www.ucdenver.edu/student-services/resources/disability-resources-services/Pages/disability-resources-services.aspx,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,17,9,5,15,15,16,16,16,2,5,1,University of Colorado,108040,19740,1,216,-2,8001,Adams County,806,-104.837722,39.745149,93,1
126614,1,2,1,1,2,3,5,1,3,R,54756,R,26061.0,R,28695.0,R,43576.0,R,19638.0,R,23938.0,R,6785.0,R,3690.0,R,3095.0,R,6632.0,R,3595.0,R,3037.0,R,153.0,R,95.0,R,58.0,R,2168.0,R,32.0,R,1114.0,R,16.0,R,590.0,R,690.0,R,580.0,R,700.0,R,25.0,R,31.0,R,24.0,R,33.0,R,24.0,R,30.0,University of Colorado Boulder,U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs|University of Colorado at Boulder,Regent Drive at Broadway,Boulder,CO,80309-0017,8,7,Philip P. DiStefano,Chancellor,3034921411,846000555,007431505,137000,1,www.colorado.edu/,www.colorado.edu/admissions,www.colorado.edu/financialaid,www.colorado.edu/admissions/undergraduate/apply,ofa.colorado.edu/NetPriceCalculator/,www.colorado.edu/veterans/prospective-new-students,www.colorado.edu/oda/institutional-research/student-data/retention-graduation-rates-and-time-degree/undergraduate-0,www.colorado.edu/disabilityservices/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,15,14,4,16,15,15,15,15,2,5,1,University of Colorado,108040,14500,1,216,-2,8013,Boulder County,802,-105.270823,40.008781,92,1
126775,1,2,1,1,5,3,5,1,3,R,12022,R,8010.0,R,4012.0,R,6838.0,R,4231.0,R,2607.0,R,1449.0,R,975.0,R,474.0,R,1448.0,R,974.0,R,474.0,R,1.0,R,1.0,R,0.0,R,765.0,R,53.0,R,449.0,R,31.0,R,650.0,R,720.0,R,660.0,R,750.0,R,29.0,R,33.0,R,27.0,R,34.0,R,28.0,R,33.0,Colorado School of Mines,Mines,1500 Illinois St,Golden,CO,80401,8,7,Paul C. Johnson,President,3032733000,846000551,010628170,134800,1,www.mines.edu/,www.mines.edu/undergraduate-admissions/,finaid.mines.edu/,www.mines.edu/undergraduate-admissions/apply/,ir.mines.edu/net-price-calculator/,www.mines.edu/veterans/,ir.mines.edu/student-right-to-know/,www.mines.edu/disability-support-services/,1,1,1,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,15,20,17,14,4,13,16,16,16,54,2,3,2,-2,-2,19740,1,216,-2,8059,Jefferson County,807,-105.223364,39.751443,93,2
126818,1,2,1,2,1,3,5,1,3,R,31586,R,13008.0,R,18578.0,R,28314.0,R,11405.0,R,16909.0,R,5197.0,R,2215.0,R,2982.0,R,4997.0,R,2116.0,R,2881.0,R,200.0,R,99.0,R,101.0,R,1959.0,R,38.0,R,900.0,R,17.0,R,550.0,R,650.0,R,530.0,R,640.0,R,23.0,R,29.0,R,21.0,R,30.0,R,21.0,R,27.0,Colorado State University-Fort Collins, ,102 Administration Building,Fort Collins,CO,80523-0100,8,7,Joyce McConnell J.D. L.L.M.,President,9704911101,846000545,785979618,135000,1,colostate.edu/,admissions.colostate.edu/,sfs.colostate.edu/,admissions.colostate.edu/onlineapplication,admissions.colostate.edu/cost-financial-aid/net-price-calculator/,colostate.edu/consumer-information-disclosures,www.colostate.edu/consumer-information-disclosures,rds.colostate.edu/home,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,14,12,4,16,15,15,15,15,1,5,1,Colorado State University System,108020,22660,1,-2,-2,8069,Larimer County,802,-105.080732,40.574805,92,1
127060,1,2,1,2,1,3,5,1,3,R,22694,R,9310.0,R,13384.0,R,14440.0,R,5794.0,R,8646.0,R,1621.0,R,702.0,R,919.0,R,1600.0,R,689.0,R,911.0,R,21.0,R,13.0,R,8.0,R,385.0,R,24.0,R,436.0,R,27.0,R,610.0,R,700.0,R,590.0,R,690.0,R,27.0,R,31.0,R,26.0,R,34.0,R,25.0,R,29.0,University of Denver,DU,2199 S. University Blvd,Denver,CO,80208,8,7,Jeremy Haefner,Chancellor,3038712000,840404231,007431760,137100,1,www.du.edu/,www.du.edu/admission-aid/undergraduate/,www.du.edu/financialaid/,https://www.uofdenver.org/web,https://www.du.edu/financialaid/undergraduate/calculator/,www.du.edu/veterans/,www.denverpioneers.com/,www.du.edu/studentlife/disability-services/,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,15,14,5,16,16,16,16,15,2,4,2,-2,-2,19740,1,216,-2,8031,Denver County,801,-104.963259,39.678005,94,1
127185,1,1,1,1,2,2,5,1,3,R,3795,R,1492.0,R,2303.0,R,3520.0,R,1377.0,R,2143.0,R,960.0,R,418.0,R,542.0,R,911.0,R,399.0,R,512.0,R,49.0,R,19.0,R,30.0,R,229.0,R,24.0,R,234.0,R,24.0,R,490.0,R,620.0,R,480.0,R,580.0,R,16.0,R,23.0,R,14.0,R,23.0,R,16.0,R,23.0,Fort Lewis College,FLC,1000 Rim Drive,Durango,CO,81301-3999,8,7,Tom Stritikus,President,9702477010,846000556,040705659,135300,1,fortlewis.edu/,www.fortlewis.edu/admission/,www.fortlewis.edu/financialaid/,https://www.fortlewis.edu/admission/first-year-students/first-year-students-home,www.fortlewis.edu/rnlnetprice,https://www.fortlewis.edu/admission/colorado-residency/in-state-tuition-for-military-members,goskyhawks.com/documents/2020/12/8/institutionreport.pdf,www.fortlewis.edu/disability/,1,1,1,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,22,12,1,11,3,13,21,21,21,31,2,2,2,-2,-2,20420,2,-2,-2,8067,La Plata County,803,-107.867422,37.275939,136,1
127556,1,5,1,5,5,3,5,1,3,R,8082,R,3280.0,R,4790.0,R,6485.0,R,2605.0,R,3872.0,R,1855.0,R,867.0,R,988.0,R,1734.0,R,808.0,R,926.0,R,121.0,R,59.0,R,62.0,R,838.0,R,45.0,R,245.0,R,13.0,R,480.0,R,610.0,R,468.0,R,590.0,R,19.0,R,26.0,R,18.0,R,26.0,R,17.0,R,25.0,Colorado Mesa University,Colorado Mesa,1100 North Avenue,Grand Junction,CO,81501-3122,8,7,John Marshall,President,9702481020,846001656,075759837,135800,1,www.coloradomesa.edu/,https://www.coloradomesa.edu/future.html,www.coloradomesa.edu/financial-aid/index.html,https://www.coloradomesa.edu/admissions/apply.html,https://www.coloradomesa.edu/financial-aid/resources/financial-aid-calculator.html,www.coloradomesa.edu/veterans/index.html,https://www.coloradomesa.edu/irsp/institutional-research/heoa-disclosures.html,https://www.coloradomesa.edu/educational-access/index.html,1,1,1,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,6,12,3,13,20,22,21,31,2,3,2,-2,-2,24300,1,-2,-2,8077,Mesa County,803,-108.553275,39.080643,136,1
127565,1,1,1,2,3,3,5,1,3,R,11306,R,4505.0,R,6801.0,R,10042.0,R,3919.0,R,6123.0,R,1832.0,R,859.0,R,973.0,R,1403.0,R,661.0,R,742.0,R,429.0,R,198.0,R,231.0,R,585.0,R,32.0,R,153.0,R,8.0,R,460.0,R,580.0,R,450.0,R,560.0,R,18.0,R,24.0,R,17.0,R,24.0,R,16.0,R,24.0,Metropolitan State University of Denver, ,Speer Blvd and Colfax Ave,Denver,CO,80217-3362,8,7,Janine Davidson,President,3035563058,840559160,059094321,136000,1,www.msudenver.edu/,www.msudenver.edu/admissions/,www.msudenver.edu/financial-aid/,www.msudenver.edu/apply/,www.msudenver.edu/financial-aid/cost-of-attendance-coa/,https://msudenver.edu/admissions/residency/,https://web3.ncaa.org/aprsearch/asrsearch,www.msudenver.edu/access/,1,1,1,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,18,13,11,7,3,15,18,19,22,32,2,4,2,-2,-2,19740,1,216,-2,8031,Denver County,801,-105.00504,39.744202,106,1
127741,1,2,1,2,3,3,1,1,3,R,10152,R,3379.0,R,6773.0,R,9252.0,R,2989.0,R,6263.0,R,1256.0,R,378.0,R,878.0,R,1249.0,R,375.0,R,874.0,R,7.0,R,3.0,R,4.0,R,362.0,R,29.0,R,103.0,R,8.0,R,490.0,R,620.0,R,480.0,R,590.0,R,19.0,R,27.0,R,18.0,R,27.0,R,17.0,R,26.0,University of Northern Colorado, ,Carter Hall - Rm 4000,Greeley,CO,80639,8,7,Andrew Feinstein,President,9703511890,846000546,073410185,134900,1,https://www.unco.edu/,https://www.unco.edu/admissions/,https://www.unco.edu/financial-aid/,https://www.unco.edu/apply/,https://www.unco.edu/financial-aid/resources/net-price-calculator.aspx,https://www.unco.edu/veterans-services/,https://www.unco.edu/student-consumer-information/#GradRates,https://www.unco.edu/disability-support-services/,1,1,1,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17,14,15,11,4,13,17,16,17,16,2,4,2,-2,-2,24540,1,216,-2,8123,Weld County,804,-104.692777,40.410855,99,1
127918,1,3,1,3,5,3,5,1,3,R,5959,R,1954.0,R,4005.0,R,4849.0,R,1510.0,R,3339.0,R,436.0,R,146.0,R,290.0,R,436.0,R,146.0,R,290.0,A,,A,,A,,R,109.0,R,25.0,R,87.0,R,20.0,R,520.0,R,640.0,R,510.0,R,630.0,R,21.0,R,28.0,R,21.0,R,28.0,R,20.0,R,27.0,Regis University,Regis/Regis College/RU/Jesuit/Jesuit Denver Colorado/Regis Nursing/College of Computer & Information Science/College of Business & Economics/College of Contemporary Liberal Studies/RHCHP/Rangers/Regis U/Regis in Colorado/Rueckert-Hartman College for Health Professions/College of Computer & Information Sciences/College of Business & Economics/Anderson College of Business,3333 Regis Blvd,Denver,CO,80221-1099,8,7,"Rev. John Fitzgibbons, SJ",President,80038823662111,840402707,073407579,136300,1,https://www.regis.edu/,https://www.regis.edu/admissions/index,https://www.regis.edu/financial-aid/index,https://www.regis.edu/admissions/apply,https://tcc.ruffalonl.com/Regis University/Freshman Students,https://regis.edu/netprice,https://www.regis.edu/regulatory/consumer-information,https://www.regis.edu/Academics/SDS-UT/Disability-Services.aspx,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,4,8,6,13,17,18,18,21,2,3,1,Regis Corporation,201160,19740,1,216,-2,8031,Denver County,801,-105.030756,39.788175,101,1
128106,1,5,1,2,3,3,5,1,3,R,2054,R,951.0,R,1103.0,R,2037.0,R,941.0,R,1096.0,R,603.0,R,313.0,R,290.0,R,523.0,R,273.0,R,250.0,R,80.0,R,40.0,R,40.0,R,261.0,R,44.0,R,54.0,R,9.0,R,470.0,R,570.0,R,470.0,R,560.0,R,18.0,R,25.0,R,18.0,R,25.0,R,16.0,R,24.0,Colorado State University Pueblo,CSU Pueblo,2200 Bonforte Blvd,Pueblo,CO,81001-4901,8,7,Timothy P Mottet,President,7195492100,840517947,057490187,136500,1,https://www.csupueblo.edu/,https://www.csupueblo.edu/Admissions,https://www.csupueblo.edu/student-financial-services/,https://www.csupueblo.edu/admissions/apply-now.html,https://www.csupueblo.edu/student-financial-services/net-price-calculator.html, ,https://web3.ncaa.org/aprsearch/gsrsearch,https://www.csupueblo.edu/disability-resource-and-support-center/index.html,1,1,1,9,1,1,13,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,8,11,4,13,20,19,20,21,2,3,1,Colorado State University System,108020,39380,1,444,-2,8101,Pueblo County,803,-104.579033,38.30859,117,1
128328,1,1,1,2,1,3,1,3,3,R,11687,R,7905.0,R,3782.0,R,1453.0,R,1002.0,R,451.0,R,1091.0,R,769.0,R,322.0,R,1091.0,R,769.0,R,322.0,A,,A,,A,,R,377.0,R,35.0,R,231.0,R,21.0,R,590.0,R,730.0,R,618.0,R,760.0,R,29.0,R,34.0,R,28.0,R,35.0,R,29.0,R,33.0,United States Air Force Academy, ,"2304 Cadet Drive, Suite 3800",USAF Academy,CO,80840-5002,8,0,Lt Gen Richard M. Clark,Superintendent,7193331818,-1, ,136900,3,www.usafa.edu/,academyadmissions.com/, ,https://admissions.usafa.edu/, , , ,academyadmissions.com/,1,1,1,5,1,2,30,1,2,1,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,2,22,12,0,14,2,14,21,21,21,59,2,2,2,-2,-2,17820,1,-2,-2,8041,El Paso County,805,-104.891358,39.010957,209,1
128391,5,5,5,5,5,5,5,1,3,R,3243,R,1646.0,R,1597.0,R,2947.0,R,1503.0,R,1444.0,R,456.0,R,252.0,R,204.0,R,455.0,R,251.0,R,204.0,R,1.0,R,1.0,R,0.0,R,169.0,R,37.0,R,50.0,R,11.0,R,530.0,R,630.0,R,510.0,R,600.0,R,21.0,R,26.0,R,21.0,R,25.0,R,20.0,R,26.0,Western Colorado University,Western,1 Western Way,Gunnison,CO,81231,8,7,Nancy Chisholm,Interim President,9709432119,846000558,040703167,137200,1,www.western.edu/,www.western.edu/admissions-aid,western.edu/admissions-aid/financial-aid/,western.edu/admissions-aid/apply/,western.edu/admissions-aid/tuition-costs/net-price-calculator/,western.edu/admissions-aid/admissions/application-requirements/veterans/,https://gomountaineers.com/documents/2020/8/10/NCAA_Grad_Rates_WCU.pdf?id=4843,western.edu/academics/academic-resource-center/disability-services/,1,1,1,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,6,12,4,11,20,20,21,31,2,2,2,-2,-2,-2,-2,-2,-2,8051,Gunnison County,803,-106.919132,38.549936,118,1
128771,1,1,1,1,1,3,5,1,3,R,6285,R,3077.0,R,3208.0,R,4703.0,R,2336.0,R,2367.0,R,1093.0,R,603.0,R,490.0,R,1065.0,R,586.0,R,479.0,R,28.0,R,17.0,R,11.0,R,565.0,R,52.0,R,15.0,R,1.0,R,490.0,R,600.0,R,460.0,R,580.0,R,19.0,R,26.0,R,18.0,R,24.0,R,18.0,R,26.0,Central Connecticut State University,CCSU,1615 Stanley St,New Britain,CT,06050,9,1,Zulma Toro,President,8608322278,61303381,168558364,137800,1,www2.ccsu.edu/,www2.ccsu.edu/admission/,www.ccsu.edu/financialaid/,www.ccsu.edu/applyonline/applications.html,web.ccsu.edu/npcalc/,web.ccsu.edu/veteransaffairs,www.ccsu.edu/oira/consumerInformation.html,www.ccsu.edu/sds,1,1,1,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,18,13,12,11,4,13,18,18,18,21,2,3,1,Connecticut State Colleges and Universities,109010,25540,1,278,73450,9003,Hartford County,905,-72.765991,41.692502,107,1
128902,5,5,1,2,1,3,5,1,3,R,7682,R,3153.0,R,4529.0,R,3146.0,R,1113.0,R,2033.0,R,492.0,R,210.0,R,282.0,R,492.0,R,210.0,R,282.0,R,0.0,R,0.0,R,0.0,R,59.0,R,12.0,R,50.0,R,10.0,R,680.0,R,748.0,R,653.0,R,728.0,R,30.0,R,33.0,R,32.0,R,35.0,R,27.0,R,32.0,Connecticut College, ,270 Mohegan Avenue,New London,CT,06320-4196,9,1,Katherine Bergeron,President,8604471911,60646587,069256162,137900,1,www.conncoll.edu/,www.conncoll.edu/admission/,www.conncoll.edu/financial-aid/,www.conncoll.edu/admission/apply/,https://conncoll.studentaidcalculator.com/survey.aspx, , ,https://www.conncoll.edu/campus-life/accessibility-services/,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,21,6,0,14,2,11,21,21,21,31,2,2,2,-2,-2,35980,1,278,76450,9011,New London County,902,-72.107321,41.379833,131,1
129020,1,5,1,1,2,3,1,1,3,R,36753,R,16234.0,R,20519.0,R,20433.0,R,8038.0,R,12395.0,R,3663.0,R,1635.0,R,2028.0,R,3649.0,R,1628.0,R,2021.0,R,14.0,R,7.0,R,7.0,R,1573.0,R,43.0,R,239.0,R,7.0,R,610.0,R,700.0,R,620.0,R,730.0,R,27.0,R,33.0,R,27.0,R,34.0,R,26.0,R,31.0,University of Connecticut, ,352 Mansfield Road,Storrs,CT,06269,9,1,Dr. Andrew Agwunobi,Interim President,8604862000,60772160,614209054,141700,1,uconn.edu/,admissions.uconn.edu/,financialaid.uconn.edu/,https://admissions.uconn.edu/apply,financialaid.uconn.edu/pricecalc/,https://veterans.uconn.edu/,heoa.uconn.edu/,csd.uconn.edu/,1,1,1,9,1,1,11,1,2,1,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,14,14,5,17,15,15,15,15,1,5,2,-2,-2,25540,1,278,73450,9013,Tolland County,902,-72.249948,41.809098,92,1
